TransactionNativeID,Traveler Name,Department,Itinerary number,Transaction date,Booking Date,Transaction type,Domestic / International,Travel start date,Travel end date,Transaction amount,Booking Reference/PNR,Ticket number,Reason code,Booking method,Airline/Vendor,Traveler Group,Card Number,Flight,Origin city,Destination city,Class of service,Cabin type,Reason for travel,UserDefinedColumn1,UserDefinedColumn2,UserDefinedColumn3,UserDefinedColumn4,UserDefinedColumn5
516,Employee Name122,,5745949043,2/19/2018,1/16/2018,Original,Intercontinental,2/19/2018,2/23/2018,5618.165244,SOINYK,5745949043,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,Z,,,,,,,
517,Employee Name34,,1303977179,6/25/2018,6/15/2018,Original,Continental,6/25/2018,6/28/2018,227.6332272,XDDMHE,1303977179,,,SWISS,,,,BUDAPEST,ZURICH,L,,,,,,,
518,Employee Name93,,2625424707,9/5/2018,8/31/2018,Original,Continental,9/5/2018,9/5/2018,354.95,XPH99Q,2625424707,,,MIDDLE EAST AIRLINES,,,,BEIRUT,AMMAN,M,,,,,,,
519,Employee Name131,,5745949423,4/9/2018,3/19/2018,Exchange,Intercontinental,4/9/2018,4/13/2018,313.1686816,OIRHHS,5745949423,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,D,,,,,,,
520,Employee Name8,,2671411312,10/26/2018,10/18/2018,Original,Continental,10/26/2018,10/28/2018,506.859749,EPWCTB,2671411312,,,AIR FRANCE,,,,ZURICH,PARIS,L,,,,,,,
521,Employee Name25,,2837770005,11/25/2018,11/10/2018,Original,Continental,11/25/2018,12/5/2018,4122.466511,RSPDVR,2837770005,,,SINGAPORE AIRLINES,,,,HONG KONG,SEOUL,C,,,,,,,
522,Employee Name76,,2675978447,10/2/2018,9/27/2018,Original,Intercontinental,10/2/2018,10/5/2018,2937.870474,K4A7TQ,2675978447,,,TURKISH AIRLINES,,,,ISTANBUL,DUBAI,K,,,,,,,
523,Employee Name122,,5745949230,2/20/2018,2/20/2018,Exchange,Intercontinental,2/20/2018,2/21/2018,895.5138456,SOINYK,5745949230,,,LUFTHANSA GERMAN AIRLINES,,,,LOS ANGELES,MUNICH,C,,,,,,,
524,Employee Name34,,1303977114,1/19/2018,1/8/2018,Original,Continental,1/19/2018,1/19/2018,340.3514906,FEXSJV,1303977114,,,LUFTHANSA GERMAN AIRLINES,,,,MILAN,BUDAPEST,V,,,,,,,
525,Employee Name34,,1303977139,4/16/2018,3/29/2018,Original,Continental,4/16/2018,4/17/2018,526.2272031,XBEWLY,1303977139,,,SWISS,,,,BUDAPEST,ZURICH,H,,,,,,,
526,Employee Name124,,524961381,6/9/2018,5/11/2018,Original,Intercontinental,6/9/2018,6/16/2018,5133.944449,VWRMDD,524961381,,,THAI AIRWAYS INTERNATIONAL,,,,BANGKOK,LONDON,D,,,,,,,
527,Employee Name153,,5670275843,2/1/2018,1/15/2018,Original,Continental,2/1/2018,2/2/2018,507.9922206,MILLNY,5670275843,,,LOT-POLISH AIRLINES,,,,ZURICH,WARSAW,T,,,,,,,
528,Employee Name79,,2366790626,12/13/2018,12/4/2018,Original,Continental,12/13/2018,12/14/2018,138.5427145,U6LGKU,2366790626,,,TURKISH AIRLINES,,,,ISTANBUL,ERCAN,L,,,,,,,
529,Employee Name124,,00000EMIF2G0000,1/25/2018,1/20/2018,Original,Domestic,1/25/2018,1/26/2018,122.0964806,RT3Q8H,00000EMIF2G0000,,,THAI AIR ASIA,,,,BANGKOK,SURAT THANI,Y,,,,,,,
530,Employee Name25,,2837761895,11/4/2018,10/22/2018,Original,Continental,11/4/2018,11/6/2018,564.196364,NSKIXS,2837761895,,,CATHAY PACIFIC AIRWAYS,,,,HONG KONG,BANGKOK,D,,,,,,,
531,Employee Name34,,1303977174,6/19/2018,5/23/2018,Original,Continental,6/19/2018,6/21/2018,400.531005,HYOCCY,1303977174,,,LOT-POLISH AIRLINES,,,,BUDAPEST,WARSAW,K,,,,,,,
532,Employee Name125,,2526855254,9/28/2018,8/7/2018,Original,Intercontinental,9/28/2018,10/2/2018,435.6014732,UTDKBL,2526855254,,,TURKISH AIRLINES,,,,ALGIERS,ISTANBUL,L,,,,,,,
533,Employee Name97,,3148062982,1/12/2019,1/29/2019,Refund,Intercontinental,1/12/2019,1/19/2019,-5581.166905,TTLOGJ,3148062982,,,VIRGIN AUSTRALIA,,,,SYDNEY,LOS ANGELES,I,,,,,,,
534,Employee Name117,,2642069192,9/27/2018,4/28/2018,Original,Continental,9/27/2018,9/27/2018,225.9207384,JIPPKT,2642069192,,,PJSC AEROFLOT,,,,MOSCOW,TBILISI,L,,,,,,,
535,Employee Name122,,2880373332,1/21/2019,11/28/2018,Original,Continental,1/21/2019,1/22/2019,535.9296546,UIRSSY,2880373332,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,VIENNA,Q,,,,,,,
536,Employee Name70,,5193916885,9/24/2018,7/27/2018,Exchange,Intercontinental,9/24/2018,10/1/2018,0,KGSRFU,5193916885,,,AIR FRANCE,,,,PARIS,LOS ANGELES,I,,,,,,,
537,Employee Name3,,5637564313,9/18/2018,9/3/2018,Original,Continental,9/18/2018,9/18/2018,380.0842977,FVATLS,5637564313,,,FINNAIR,,,,ZURICH,HELSINKI,L,,,,,,,
538,Employee Name124,,2760021163,10/29/2018,10/24/2018,Original,Continental,10/29/2018,10/31/2018,498.0348486,U5NU2P,2760021163,,,SINGAPORE AIRLINES,,,,BANGKOK,SINGAPORE,E,,,,,,,
539,Employee Name63,,2179315513,2/20/2018,2/20/2018,Original,Domestic,2/20/2018,2/20/2018,3.96410685,7FEHYK,2179315513,,,PEGASUS AIRLINES,,,,ANKARA,ISTANBUL,U,,,,,,,
540,Employee Name124,,2325118702,9/15/2018,8/28/2018,Original,Domestic,9/15/2018,9/15/2018,187.6240739,NFOGD8,2325118702,,,THAI AIRWAYS INTERNATIONAL,,,,BANGKOK,CHIANG MAI,Q,,,,,,,
541,Employee Name39,,5670275915,3/8/2018,2/1/2018,Refund,Intercontinental,3/8/2018,3/16/2018,-6076.044359,XKJATC,5670275915,,,SWISS,,,,ZURICH,LOS ANGELES,Z,,,,,,,
542,Employee Name34,,5358073603,8/30/2018,9/11/2018,Original,Continental,8/30/2018,8/30/2018,298.4605049,,5358073603,,,LOT-POLISH AIRLINES,,,,BUDAPEST,WARSAW,M,,,,,,,
543,Employee Name124,,2586570714,6/18/2018,6/8/2018,Original,Continental,6/18/2018,6/20/2018,720.5485426,WM7VO8,2586570714,,,THAI AIRWAYS INTERNATIONAL,,,,BANGKOK,HONG KONG,Y,,,,,,,
544,Employee Name123,,5189310319,6/9/2018,5/7/2018,Original,Intercontinental,6/9/2018,6/14/2018,3718.550225,TBLSLE,5189310319,,,BRITISH AIRWAYS,,,,JOHANNESBURG,LONDON,I,,,,,,,
545,Employee Name142,,2665997856,11/23/2018,9/20/2018,Original,Intercontinental,11/23/2018,11/25/2018,4206.896459,R5QMHH,2665997856,,,KLM-ROYAL DUTCH AIRLINES,,,,AMSTERDAM,SEOUL,I,,,,,,,
546,Employee Name106,,2762511893,8/30/2018,8/6/2018,Exchange,Intercontinental,8/30/2018,8/30/2018,0,HR2WJX,2762511893,,,HAINAN AIRLINES,,,,SHANGHAI,BOSTON,C,,,,,,,
547,Employee Name76,,2883623544,1/14/2019,11/21/2018,Original,Intercontinental,1/14/2019,1/19/2019,3452.783085,WXSPS3,2883623544,,,TURKISH AIRLINES,,,,ISTANBUL,LOS ANGELES,K,,,,,,,
548,Employee Name76,,5397778482,6/28/2018,5/30/2018,Original,Continental,6/28/2018,6/29/2018,515.7075056,N5UULE,5397778482,,,TURKISH AIRLINES,,,,ISTANBUL,ATHENS,E,,,,,,,
549,Employee Name106,,3420056175,1/14/2019,1/15/2019,Refund,Intercontinental,1/14/2019,1/19/2019,-3413.585256,KNW1KR,3420056175,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,LOS ANGELES,Q,,,,,,,
550,Employee Name33,,5183058018,2/5/2018,1/23/2018,Original,Continental,2/5/2018,2/6/2018,245.867349,IRUDBD,5183058018,,,SWISS,,,,BARCELONA,ZURICH,W,,,,,,,
551,Employee Name95,,2841450380,7/28/2018,7/11/2018,Original,Continental,7/28/2018,8/2/2018,1441.949652,IHRIHT,2841450380,,,AIR CANADA,,,,TORONTO,LOS ANGELES,P,,,,,,,
552,Employee Name106,,2082586628,5/7/2018,4/24/2018,Original,Continental,5/7/2018,5/7/2018,153.0473809,JMB9V1,2082586628,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,TAIPEI,T,,,,,,,
553,Employee Name106,,2081822661,5/7/2018,4/11/2018,Original,Continental,5/7/2018,5/10/2018,324.8287772,HMXB4P,2081822661,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,TAIPEI,S,,,,,,,
554,Employee Name65,,7038453376,1/24/2018,1/16/2018,Original,Intercontinental,1/24/2018,1/24/2018,385.4,TUPMOP,7038453376,,,NORWEGIAN AIR SHUTTLE,,,,COPENHAGEN,STOCKHOLM,U,,,,,,,
555,Employee Name95,,2106805353,2/6/2019,1/27/2019,Original,Continental,2/6/2019,2/10/2019,3840.097687,EAPZLU,2106805353,,,AIR CANADA,,,,TORONTO,LOS ANGELES,P,,,,,,,
556,Employee Name106,,2762684624,9/5/2018,8/8/2018,Original,Intercontinental,9/5/2018,9/6/2018,2294.10711,JSCJVR,2762684624,,,CHINA EASTERN AIRLINES,,,,LOS ANGELES,SHANGHAI,I,,,,,,,
557,Employee Name106,,2082586629,5/10/2018,5/14/2018,Refund,Continental,5/10/2018,5/10/2018,-123.0749698,JMB9V1,2082586629,,,AIR CHINA,,,,TAIPEI,SHANGHAI,S,,,,,,,
558,Employee Name95,,5192043903,3/9/2018,3/1/2018,Refund,Intercontinental,3/9/2018,3/18/2018,-5573.133064,GKLNIA,5192043903,,,AIR CANADA,,,,TORONTO,MILAN,C,,,,,,,
559,Employee Name106,,3100296072,11/4/2018,10/24/2018,Original,Domestic,11/4/2018,11/4/2018,182.1080604,KQNBD8,3100296072,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,BEIJING,Y,,,,,,,
560,Employee Name33,,2969149692,10/9/2018,9/28/2018,Original,Continental,10/9/2018,10/11/2018,432.5470659,KRAJVM,2969149692,,,SWISS,,,,BARCELONA,ZURICH,H,,,,,,,
561,Employee Name33,,3165179478,2/6/2019,1/28/2019,Original,Domestic,2/6/2019,2/6/2019,106.7301968,VVXVUT,3165179478,,,IBERIA,,,,BARCELONA,MADRID,Q,,,,,,,
562,Employee Name68,,7054231710,3/25/2018,3/6/2018,Original,Domestic,3/25/2018,3/25/2018,321.8,XFQXSG,7054231710,,,AMERICAN AIRLINES,,,,CHARLOTTE,BOSTON,L,,,,,,,
563,Employee Name106,,3420056175,1/14/2019,12/7/2018,Original,Intercontinental,1/14/2019,1/19/2019,3653.986874,KNW1KR,3420056175,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,LOS ANGELES,Q,,,,,,,
564,Employee Name95,,2104149696,12/16/2018,12/2/2018,Original,Continental,12/16/2018,12/16/2018,4050.466399,CHLRMU,2104149696,,,AIR CANADA,,,,LOS ANGELES,TORONTO,D,,,,,,,
565,Employee Name75,,4932309790,9/18/2018,9/6/2018,Original,Continental,9/18/2018,9/19/2018,276.1399156,FMOQTH,4932309790,,,SAS SCANDINAVIAN AIRLINES,,,,OSLO,HELSINKI,U,,,,,,,
566,Employee Name8,,7040659841,3/19/2018,1/22/2018,Original,Intercontinental,3/19/2018,3/23/2018,6829.11,DDKRDV,7040659841,,,AMERICAN AIRLINES,,,,LOS ANGELES,SAO PAULO,Y,,,,,,,
567,Employee Name142,,5195268412,3/18/2018,2/1/2018,Original,Continental,3/18/2018,3/24/2018,921.9137432,N76OUJ,5195268412,,,KOREAN AIR,,,,SEOUL,HONG KONG,I,,,,,,,
568,Employee Name80,,2671411098,1/17/2019,9/28/2018,Original,Intercontinental,1/17/2019,1/19/2019,274.0197942,FVLOVW,2671411098,,,UNITED AIRLINES,,,,PALM SPRINGS,DENVER,L,,,,,,,
569,Employee Name65,,7228833211,12/11/2018,12/3/2018,Original,Intercontinental,12/11/2018,12/11/2018,317.9,NXHAYT,7228833211,,,NORWEGIAN AIR SHUTTLE,,,,COPENHAGEN,STOCKHOLM,B,,,,,,,
570,Employee Name106,,2895291562,9/17/2018,9/4/2018,Original,Domestic,9/17/2018,9/17/2018,196.9568125,KQKT2R,2895291562,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,BEIJING,Y,,,,,,,
571,Employee Name106,,5158698850,1/18/2018,1/16/2018,Refund,Domestic,1/18/2018,1/18/2018,-655.0642503,JTJ8RD,5158698850,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,HAIKOU,J,,,,,,,
572,Employee Name88,,T24FNM,2/26/2019,1/4/2019,Original,Continental,2/26/2019,2/27/2019,52.52582704,JNIHRT,T24FNM,,,RYANAIR,,,,DUBLIN,LONDON,*,,,,,,,
573,Employee Name75,,4932309738,5/22/2018,5/7/2018,Original,Continental,5/22/2018,5/23/2018,1429.813405,BLMGAM,4932309738,,,SAS SCANDINAVIAN AIRLINES,,,,OSLO,ZURICH,Q,,,,,,,
574,Employee Name68,,7178687875,10/18/2018,9/5/2018,Original,Intercontinental,10/18/2018,11/5/2018,840.81,SSRNSX,7178687875,,,DELTA AIR LINES,,,,BOSTON,LONDON,V,,,,,,,
575,Employee Name65,,7055218482,6/19/2018,3/9/2018,Original,Intercontinental,6/19/2018,6/21/2018,266.7,XOKUGN,7055218482,,,SAS SCANDINAVIAN AIRLINES,,,,COPENHAGEN,WARSAW,L,,,,,,,
576,Employee Name11,,7244694839,2/19/2019,1/29/2019,Original,Intercontinental,2/19/2019,2/19/2019,223.1,TJVFZQ,7244694839,,,KLM-ROYAL DUTCH AIRLINES,,,,AMSTERDAM,ZURICH,K,,,,,,,
577,Employee Name68,,7179080424,10/8/2018,9/6/2018,Original,Continental,10/8/2018,10/8/2018,362.5,HXFIUU,7179080424,,,UNITED AIRLINES,,,,SEATTLE,TORONTO,W,,,,,,,
578,Employee Name82,,5374733035,6/27/2018,6/6/2018,Original,Continental,6/27/2018,6/28/2018,391.1262733,SHADYP,5374733035,,,AUSTRIAN AIRLINES,,,,BUCHAREST,VIENNA,W,,,,,,,
579,Employee Name30,,2579377450,9/17/2018,8/14/2018,Original,Continental,9/17/2018,9/17/2018,315.268519,MENSIR,2579377450,,,KLM-ROYAL DUTCH AIRLINES,,,,AMSTERDAM,ZURICH,U,,,,,,,
580,Employee Name104,,2778005573,12/20/2018,12/20/2018,Original,Continental,12/20/2018,12/24/2018,1556.624768,TLRWU6,2778005573,,,SAUDI ARABIAN AIRLINES,,,,RIYADH,DUBAI,C,,,,,,,
581,Employee Name75,,4932309706,4/9/2018,4/3/2018,Original,Continental,4/9/2018,4/10/2018,301.8110982,VLISYH,4932309706,,,NORWEGIAN AIR SHUTTLE,,,,OSLO,STOCKHOLM,W,,,,,,,
582,Employee Name68,,7177782241,10/16/2018,9/3/2018,Original,Domestic,10/16/2018,10/16/2018,198.2,JTZKJY,7177782241,,,ALASKA AIRLINES,,,,SEATTLE,BOSTON,K,,,,,,,
583,Employee Name80,,2671411097,1/14/2019,9/28/2018,Original,Intercontinental,1/14/2019,1/20/2019,5846.392545,VGUMHW,2671411097,,,SWISS,,,,ZURICH,LOS ANGELES,Z,,,,,,,
584,Employee Name68,,7146344550,6/20/2018,5/16/2018,Original,Domestic,6/20/2018,6/25/2018,576.4,TZGNRG,7146344550,,,ALASKA AIRLINES,,,,SEATTLE,PHILADELPHIA,V,,,,,,,
585,Employee Name148,,1.31275E+12,11/27/2018,11/22/2018,Original,Continental,11/27/2018,11/29/2018,661.766179,TNBM1C,1.31275E+12,,,JAPAN AIRLINES,,,,TOKYO,SEOUL,K,,,,,,,
586,Employee Name68,,7141764795,5/15/2018,5/1/2018,Original,Continental,5/15/2018,5/15/2018,192.24,TXYEFH,7141764795,,,AIR CANADA,,,,SAN FRANCISCO,VANCOUVER,T,,,,,,,
587,Employee Name68,,7184955717,11/12/2018,9/25/2018,Original,Domestic,11/12/2018,11/15/2018,247.21,VALPSU,7184955717,,,ALASKA AIRLINES,,,,SEATTLE,BURBANK,T,,,,,,,
588,Employee Name104,,2778163854,1/15/2019,12/25/2018,Original,Intercontinental,1/15/2019,1/19/2019,2468.20982,UKLG3M,2778163854,,,UNITED AIRLINES,,,,TORONTO,LOS ANGELES,P,,,,,,,
589,Employee Name8,,2527238355,7/1/2018,6/26/2018,Original,Continental,7/1/2018,7/1/2018,356.4290881,WXQVTV,2527238355,,,AIR FRANCE,,,,PARIS,ZURICH,P,,,,,,,
590,Employee Name104,,2778035468,12/20/2018,12/20/2018,Original,Continental,12/20/2018,12/24/2018,1749.870137,TLRWU6,2778035468,,,SAUDI ARABIAN AIRLINES,,,,RIYADH,DUBAI,C,,,,,,,
591,Employee Name130,,5745949229,3/26/2018,2/20/2018,Original,Domestic,3/26/2018,3/26/2018,401.165499,BCPHCW,5745949229,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,DUSSELDORF,H,,,,,,,
592,Employee Name104,,2783916700,10/12/2018,9/12/2018,Exchange,Intercontinental,10/12/2018,10/19/2018,237.561731,T7XRTE,2783916700,,,TURKISH AIRLINES,,,,RIYADH,ISTANBUL,J,,,,,,,
593,Employee Name128,,5746704436,4/12/2018,4/6/2018,Original,Continental,4/12/2018,4/14/2018,723.3376076,IQVZOS,5746704436,,,SINGAPORE AIRLINES,,,,SINGAPORE,HONG KONG,B,,,,,,,
594,Employee Name88,,CSV2XP,5/23/2018,4/13/2018,Original,Continental,5/23/2018,5/24/2018,120.9296835,FEFZGW,CSV2XP,,,RYANAIR,,,,DUBLIN,LONDON,*,,,,,,,
595,Employee Name88,,KPUR5Y,7/11/2018,6/18/2018,Original,Continental,7/11/2018,7/12/2018,79.7348805,OWBAHC,KPUR5Y,,,RYANAIR,,,,DUBLIN,LONDON,*,,,,,,,
596,Employee Name10,,5746704281,2/4/2018,2/6/2018,Original,Continental,2/4/2018,2/7/2018,201.8908579,SKPMNV,5746704281,,,SILKAIR,,,,SINGAPORE,PENANG,W,,,,,,,
597,Employee Name11,,7244694838,2/17/2019,1/29/2019,Exchange,Intercontinental,2/17/2019,2/18/2019,3838.99,TJVFZQ,7244694838,,,DELTA AIR LINES,,,,LOS ANGELES,AMSTERDAM,C,,,,,,,
598,Employee Name130,,2880373620,1/29/2019,1/23/2019,Exchange,Domestic,1/29/2019,1/30/2019,79.93060636,VZCCGC,2880373620,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,BERLIN,L,,,,,,,
599,Employee Name68,,7035287862,1/29/2018,1/5/2018,Original,Intercontinental,1/29/2018,2/3/2018,7392.51,CGIXQO,7035287862,,,DELTA AIR LINES,,,,SEATTLE,MUNICH,I,,,,,,,
600,Employee Name71,,2589475675,6/27/2018,5/15/2018,Original,Continental,6/27/2018,6/28/2018,354.240634,UFPVPI,2589475675,,,AUSTRIAN AIRLINES,,,,SOFIA,VIENNA,S,,,,,,,
601,Employee Name130,,5745948999,1/11/2018,1/9/2018,Exchange,Intercontinental,1/11/2018,1/12/2018,591.3203624,QDDWHL,5745948999,,,LUFTHANSA GERMAN AIRLINES,,,,LOS ANGELES,MUNICH,J,,,,,,,
602,Employee Name12,,5952010279,3/6/2018,2/20/2018,Original,Continental,3/6/2018,3/6/2018,385.3388478,GJVTJT,5952010279,,,FINNAIR,,,,ZURICH,HELSINKI,L,,,,,,,
603,Employee Name80,,2527238380,8/23/2018,6/28/2018,Original,Continental,8/23/2018,8/27/2018,341.4768474,VJTUJH,2527238380,,,SWISS,,,,ZURICH,MUNICH,S,,,,,,,
604,Employee Name75,,4932309687,3/13/2018,3/5/2018,Original,Continental,3/13/2018,3/15/2018,159.0743558,ODIRMX,4932309687,,,NORWEGIAN AIR SHUTTLE,,,,OSLO,LONDON,M,,,,,,,
605,Employee Name68,,7215159114,11/14/2018,10/14/2018,Exchange,Domestic,11/14/2018,11/15/2018,0,VALPSU,7215159114,,,ALASKA AIRLINES,,,,SEATTLE,LOS ANGELES,R,,,,,,,
606,Employee Name104,,2776404387,10/30/2018,10/25/2018,Original,Continental,10/30/2018,10/31/2018,950.6415389,K6YGD9,2776404387,,,SAUDI ARABIAN AIRLINES,,,,RIYADH,DUBAI,I,,,,,,,
607,Employee Name8,,2671411864,2/1/2019,1/10/2019,Refund,Continental,2/1/2019,2/3/2019,-69.55830109,GWOKJO,2671411864,,,SWISS,,,,ZURICH,PARIS,T,,,,,,,
608,Employee Name148,,1.06022E+14,9/27/2018,9/7/2018,Original,Domestic,9/27/2018,9/27/2018,134.8070713,1QMF3,1.06022E+14,,,ALL NIPPON AIRWAYS,,,,OSAKA,KOCHI,Y,,,,,,,
609,Employee Name130,,2880373515,1/29/2019,1/9/2019,Original,Domestic,1/29/2019,1/30/2019,203.0579961,VZCCGC,2880373515,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,BERLIN,L,,,,,,,
610,Employee Name11,,7063826373,4/18/2018,4/4/2018,Exchange,Domestic,4/18/2018,4/18/2018,849.9,AAQVDS,7063826373,,,AMERICAN AIRLINES,,,,NEW YORK,LOS ANGELES,D,,,,,,,
611,Employee Name143,,5697403782,2/5/2018,1/12/2018,Original,Intercontinental,2/5/2018,2/7/2018,290.7223514,YDNATD,5697403782,,,HAHN AIR,,,,BUCHAREST,TEL AVIV,N,,,,,,,
612,Employee Name9,,5399347202,6/19/2018,5/15/2018,Original,Continental,6/19/2018,6/21/2018,196.9777028,WHHK65,5399347202,,,LOT-POLISH AIRLINES,,,,VILNIUS,WARSAW,W,,,,,,,
613,Employee Name58,,5357557823,6/12/2018,4/26/2018,Original,Continental,6/12/2018,6/12/2018,138.5069578,VHJTVN,5357557823,,,SAS SCANDINAVIAN AIRLINES,,,,PARIS,STOCKHOLM,L,,,,,,,
614,Employee Name128,,5746704297,2/4/2018,2/6/2018,Exchange,Continental,2/4/2018,2/8/2018,100.7938592,KSTDBN,5746704297,,,SINGAPORE AIRLINES,,,,SINGAPORE,PENANG,Q,,,,,,,
615,Employee Name130,,5745949017,2/21/2018,1/12/2018,Original,Domestic,2/21/2018,2/22/2018,346.5137324,OOGYWL,5745949017,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,BERLIN,T,,,,,,,
616,Employee Name130,,EWFQTS,1/28/2019,1/9/2019,Original,Domestic,1/28/2019,1/28/2019,92.94787654,MTEITC,EWFQTS,,,EASYJET,,,,MUNICH,BERLIN,*,,,,,,,
617,Employee Name130,,EVPCX3,10/8/2018,8/31/2018,Original,Domestic,10/8/2018,10/8/2018,112.7772002,DZCJJE,EVPCX3,,,EASYJET,,,,MUNICH,BERLIN,*,,,,,,,
618,Employee Name104,,2782434312,7/29/2018,7/26/2018,Original,Intercontinental,7/29/2018,7/29/2018,1458.790113,TA37NJ,2782434312,,,TURKISH AIRLINES,,,,RIYADH,ISTANBUL,Z,,,,,,,
619,Employee Name102,,2628469288,11/27/2018,10/24/2018,Original,Continental,11/27/2018,11/28/2018,310.419398,HKKMAJ,2628469288,,,AUSTRIAN AIRLINES,,,,VIENNA,ZURICH,W,,,,,,,
620,Employee Name104,,2577940948,6/22/2018,6/19/2018,Original,Continental,6/22/2018,6/26/2018,1107.389652,KJZCTP,2577940948,,,EMIRATES,,,,RIYADH,DUBAI,O,,,,,,,
621,Employee Name132,,5107086043,3/2/2018,2/15/2018,Original,Intercontinental,3/2/2018,3/10/2018,7253.526278,CJXFPY,5107086043,,,AER LINGUS,,,,DUBLIN,LOS ANGELES,J,,,,,,,
622,Employee Name71,,2589480149,6/19/2018,5/22/2018,Original,Continental,6/19/2018,6/22/2018,344.1860198,JIQSDE,2589480149,,,LOT-POLISH AIRLINES,,,,SOFIA,WARSAW,S,,,,,,,
623,Employee Name130,,5191029373,9/10/2018,9/7/2018,Refund,Domestic,9/10/2018,9/10/2018,-92.32579868,NUNWVF,5191029373,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,BREMEN,Y,,,,,,,
624,Employee Name86,,5637564221,5/31/2018,5/30/2018,Original,Continental,5/31/2018,5/31/2018,574.2228304,ABPXEP,5637564221,,,SWISS,,,,ZURICH,STOCKHOLM,Q,,,,,,,
625,Employee Name8,,2671411589,11/14/2018,11/12/2018,Exchange,Continental,11/14/2018,11/20/2018,0,AEOWJG,2671411589,,,AIR FRANCE,,,,ZURICH,BARCELONA,A,,,,,,,
626,Employee Name120,,5734181517,1/8/2018,1/2/2018,Original,Intercontinental,1/8/2018,1/13/2018,12187.9093,LGMBZK,5734181517,,,CATHAY PACIFIC AIRWAYS,,,,HONG KONG,LOS ANGELES,J,,,,,,,
627,Employee Name130,,5191029617,10/23/2018,10/1/2018,Exchange,Intercontinental,10/23/2018,10/28/2018,19.10821213,GDPIRY,5191029617,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,C,,,,,,,
628,Employee Name36,,2527238117,6/27/2018,5/30/2018,Original,Continental,6/27/2018,6/28/2018,196.397386,KWVBQC,2527238117,,,ALITALIA S.P.A.,,,,MILAN,NAPLES,W,,,,,,,
629,Employee Name131,,5745949438,4/26/2018,3/20/2018,Original,Intercontinental,4/26/2018,4/26/2018,864.6044803,BRAVHY,5745949438,,,ALL NIPPON AIRWAYS,,,,SHANGHAI,TOKYO,U,,,,,,,
630,Employee Name12,,2671411971,1/30/2019,1/11/2019,Original,Continental,1/30/2019,1/31/2019,351.3300818,IATYSW,2671411971,,,SWISS,,,,ZURICH,VIENNA,W,,,,,,,
631,Employee Name104,,2783664462,10/15/2018,9/4/2018,Original,Intercontinental,10/15/2018,10/17/2018,1810.375032,T7XRTE,2783664462,,,TURKISH AIRLINES,,,,RIYADH,ISTANBUL,J,,,,,,,
632,Employee Name128,,5746704428,4/10/2018,4/4/2018,Exchange,Continental,4/10/2018,4/11/2018,415.094559,XTLYLD,5746704428,,,SINGAPORE AIRLINES,,,,SINGAPORE,KUALA LUMPUR,Y,,,,,,,
633,Employee Name104,,2783881932,9/16/2018,9/11/2018,Exchange,Intercontinental,9/16/2018,9/21/2018,197.5681736,LYRMJV,2783881932,,,TURKISH AIRLINES,,,,RIYADH,ISTANBUL,J,,,,,,,
634,Employee Name100,,2858203640,2/15/2019,1/28/2019,Original,Continental,2/15/2019,2/17/2019,357.6489682,XPUDBR,2858203640,,,SWISS,,,,ZURICH,PARIS,V,,,,,,,
635,Employee Name97,,2993491838,10/17/2018,9/28/2018,Exchange,Domestic,10/17/2018,10/18/2018,0,FKURNI,2993491838,,,VIRGIN AUSTRALIA,,,,SYDNEY,CANBERRA,L,,,,,,,
636,Employee Name3,,5637564182,6/28/2018,5/21/2018,Original,Continental,6/28/2018,6/28/2018,130.8428141,IEDOIA,5637564182,,,SAS SCANDINAVIAN AIRLINES,,,,COPENHAGEN,STOCKHOLM,L,,,,,,,
637,Employee Name130,,2880373089,12/7/2018,10/19/2018,Original,Domestic,12/7/2018,12/7/2018,355.7942204,EQGNRD,2880373089,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,FRANKFURT,W,,,,,,,
638,Employee Name12,,2671411062,12/12/2018,9/25/2018,Original,Continental,12/12/2018,12/12/2018,135.512239,PKJWHH,2671411062,,,SWISS,,,,AMSTERDAM,ZURICH,K,,,,,,,
639,Employee Name12,,5952010281,3/13/2018,2/20/2018,Original,Continental,3/13/2018,3/13/2018,281.511436,GJVTJT,5952010281,,,SWISS,,,,LONDON,ZURICH,V,,,,,,,
